nconst,name,known_for_department,popularity,sex
nm0322688,Bert Glennon,Camera,2.103,female
nm0235521,Billie Dove,Acting,1.9169999999999998,male
nm0002051,Jimmy Durante,Acting,1.9409999999999998,female
nm0332539,Edmund Goulding,Directing,1.706,0
nm0002616,Anita Loos,Writing,1.999,male
nm0817809,Ralph Spence,Writing,1.5530000000000002,0
nm0002197,William Axt,Sound,0.98,female
nm0873306,Suzanne de Troeye,Editing,0.6,0
nm0354325,Marcelle Hainia,Acting,0.6,male
nm0503495,Sévérine Lerczinska,Acting,0.6,male
nm0311790,Jean Gehret,Acting,0.6,0
nm0268988,René Fauchois,Acting,0.6,0
nm0884152,Albert Valentin,Writing,0.98,0
nm0039792,Georges Asselin,Camera,0.6,female
nm0005800,Victor Milner,Camera,1.4,female
nm0007216,Nancy Carroll,Acting,0.84,male
nm0392004,Phillips Holmes,Acting,1.22,female
nm0141782,Louise Carter,Acting,1.048,male
nm0744565,Maurice Rostand,Writing,0.6,0
nm0075351,Reginald Berkeley,Writing,1.4,female
nm0484439,David Landau,Acting,1.4,female
nm0429923,Dorothy Jordan,Acting,1.646,male
nm0017013,Hardie Albright,Acting,2.094,female
nm0002031,Michael Curtiz,Directing,1.943,female
nm0338233,Paul Green,Writing,0.6,0
nm0472049,Harry Harrison Kroll,Writing,1.4,female
nm0025497,George Amy,Editing,0.62,female
nm0646163,Vera M. Oldham,Writing,0.6,0
nm0522926,Edmund Lowe,Acting,1.3330000000000002,female
nm0912115,Irene Ware,Acting,1.4,0
nm0612743,Herbert Mundin,Acting,1.594,female
nm0580017,William Cameron Menzies,Art,3.083,female
nm0890085,Marcel Varnel,Directing,1.166,female
nm0247440,Harry A. Earnshaw,Writing,0.6,0
nm0488295,John Larkin,Writing,1.4,female
nm0154183,Ruth Chatterton,Acting,1.8,male
nm0248890,Helen Jerome Eddy,Acting,0.84,male
nm0594594,Wilson Mizner,Writing,0.6,female
nm0064595,Gerald Beaumont,Writing,0.648,0
nm0371771,Lillie Hayward,Writing,1.048,male
nm0344469,Lucienne Grumberg,Directing,0.6,0
nm0087018,Pierre Blanchar,Acting,1.788,female
nm0300388,Gabriel Gabrio,Acting,0.98,female
nm0889024,Charles Vanel,Acting,2.549,female
nm0014656,Raymond Aimos,Acting,1.96,female
nm0076368,Raymond Bernard,Directing,1.148,female
nm0233593,Roland Dorgelès,Writing,0.6,0
nm0485676,André Lang,Writing,0.6,0
nm0472590,Jules Kruger,Camera,0.6,female
nm0722771,René Ribault,Camera,0.6,female
nm0245304,Ann Dvorak,Acting,2.8,male
nm0511599,Eric Linden,Acting,2.708,female
nm0001328,Howard Hawks,Directing,2.489,female
nm0124002,Niven Busch,Writing,1.38,female
nm0589316,Seton I. Miller,Writing,2.6260000000000003,female
nm0929925,Warren William,Acting,1.84,female
nm0452128,Guy Kibbee,Acting,2.086,female
nm0651754,Vivienne Osborne,Acting,1.646,male
nm0855850,Courtney Terrett,Writing,0.98,female
nm0742523,George Rosener,Acting,1.4,0
nm0041172,Lionel Atwill,Acting,1.59,female
nm0942039,Fay Wray,Acting,2.818,male
nm0870543,Lee Tracy,Acting,1.4,female
nm0288003,Preston Foster,Acting,2.129,female
nm0850927,Robert Tasker,Writing,1.73,0
nm0049898,Earl Baldwin,Writing,1.389,0
nm0174106,Howard Warren Comstock,Writing,0.6,0
nm0587867,Allen C. Miller,Writing,0.6,0
nm0115597,Virginia Bruce,Acting,2.174,male
nm0394407,Hedda Hopper,Acting,1.7819999999999998,male
nm0068419,Monta Bell,Directing,1.4,female
nm0048758,Melville Baker,Writing,1.7080000000000002,female
nm0005849,Harold Rosson,Camera,0.98,female
nm0545298,Fredric March,Acting,2.2680000000000002,female
nm0387556,Rose Hobart,Acting,2.256,male
nm0378555,Holmes Herbert,Acting,2.4930000000000003,female
nm0388755,Samuel Hoffenstein,Writing,1.4,female
nm0372698,Percy Heath,Writing,1.0759999999999998,0
nm0829044,Robert Louis Stevenson,Writing,1.421,female
nm0835365,Karl Struss,Camera,0.6,female
nm0237597,Marie Dressler,Acting,1.081,male
nm0188673,Richard Cromwell,Acting,1.4,female
nm0780803,Zelda Sears,Writing,1.4,male
nm0001443,Hedy Lamarr,Acting,1.931,male
nm0595687,Aribert Mog,Acting,0.652,female
nm0737396,Zvonimir Rogoz,Acting,1.4,female
nm0469597,Leopold Kramer,Acting,1.0290000000000001,female
nm0532561,Gustav Machatý,Directing,1.4,female
nm0394750,Robert Horky,Acting,0.6,female
nm0394746,František Horký,Writing,0.6,female
nm0462949,Jacques A. Koerpel,Writing,0.6,0
nm0484029,Raymond Lamy,Editing,0.6,female
nm0218225,Orane Demazis,Acting,0.6,male
nm0002165,Marc Allégret,Directing,1.4,female
nm0780020,Vincent Scotto,Sound,0.6,female
nm0867720,Nikolai Toporkoff,Camera,0.6,female
nm0485702,Charles Lang,Camera,0.6,female
nm0680102,Mary Philips,Acting,0.98,male
nm0002133,Ernest Hemingway,Writing,1.008,female
nm0821716,Laurence Stallings,Writing,1.7,0
nm0000897,Ralph Bellamy,Acting,1.954,female
nm0942639,Maurice Wright,Editing,0.6,female
nm0045754,Olga Baclanova,Acting,1.4,male
nm0325135,Willis Goldbeck,Writing,1.15,female
nm0330390,Leon Gordon,Writing,1.02,female
nm0090213,Al Boasberg,Writing,0.98,female
nm0200125,William H. Daniels,Camera,1.4,female
nm0062139,Vicki Baum,Writing,1.4,male
nm0237033,William A. Drake,Writing,0.6,0
nm0941138,Edgar Allan Woolf,Writing,0.6,female
nm0244168,Junior Durkin,Acting,1.4,female
nm0169067,Frank Coghlan Jr.,Acting,2.101,female
nm0383304,Howard Higgin,Directing,1.38,female
nm0304321,Paul Gangelin,Writing,1.382,female
nm0649913,B. Harrison Orkow,Writing,1.4,0
nm0005874,Allen G. Siegler,Camera,1.4,female
nm0775472,Edward Schroeder,Editing,0.98,female
nm0436095,Bert Kalmar,Writing,1.4,female
nm0748438,Harry Ruby,Writing,1.38,female
nm0865115,Arthur L. Todd,Camera,0.6,female
nm0000068,Randolph Scott,Acting,1.271,female
nm0782682,William A. Seiter,Directing,1.834,female
nm0522674,Josephine Lovett,Writing,1.094,male
nm0545309,Joseph Moncure March,Writing,1.4280000000000002,female
nm0272646,Harvey Fergusson,Writing,1.4,0
nm0612847,Paul Muni,Acting,1.149,female
nm0899091,Helen Vinson,Acting,1.8259999999999998,male
nm0122859,Robert E. Burns,Writing,0.6,0
nm0337914,Howard J. Green,Writing,1.5659999999999998,female
nm0316807,Sheridan Gibney,Writing,0.7020000000000001,female
nm0731596,Stephen Roberts,Directing,2.2680000000000002,female
nm0001452,Charles Laughton,Acting,2.344,female
nm0001211,W.C. Fields,Acting,1.646,female
nm0706368,George Raft,Acting,1.3419999999999999,female
nm0190516,James Cruze,Directing,1.4,female
nm0401680,H. Bruce Humberstone,Directing,1.0090000000000001,female
nm0578985,Lothar Mendes,Directing,1.0290000000000001,female
nm0001635,William Powell,Acting,2.188,female
nm0290215,Kay Francis,Acting,1.9169999999999998,male
nm0312510,Erwin S. Gelsey,Writing,1.258,female
nm0283780,Ladislas Fodor,Writing,1.5930000000000002,female
nm0088602,Bertram Bloch,Writing,0.6,0
nm0892473,Lupe Vélez,Acting,2.245,male
nm0184738,William J. Cowen,Directing,0.706,0
nm0212240,Chester De Vonde,Writing,0.6,0
nm0330370,Kilbourn Gordon,Writing,0.6,0
nm0035552,Paul Armont,Writing,0.6,female
nm0531776,Jeanette MacDonald,Acting,1.4,male
nm0125325,Charles Butterworth,Acting,0.7659999999999999,female
nm0547938,George Marion Jr.,Writing,1.6840000000000002,0
nm0950150,Waldemar Young,Writing,2.884,female
nm0545401,Léopold Marchand,Writing,0.84,0
nm0005913,James Van Trees,Camera,0.6,female
nm0002183,George Arliss,Acting,1.4,female
nm0376000,Violet Heming,Acting,0.6,male
nm0525283,André Luguet,Acting,1.62,female
nm0012317,John G. Adolfi,Directing,0.6,female
nm0329136,Jules Eckert Goodman,Writing,0.6,0
nm0606563,Gouverneur Morris,Writing,0.98,0
nm0430756,Julien Josephson,Writing,2.1430000000000002,0
nm0398021,Maude T. Howell,Writing,1.4,0
nm0737544,Sax Rohmer,Writing,1.176,female
nm0823633,Charles Starrett,Acting,1.868,female
nm0896533,Charles Vidor,Directing,0.753,female
nm0474114,Irene Kuhn,Writing,0.6,male
nm0929616,John Willard,Writing,0.6,female
nm0003895,Ramon Novarro,Acting,3.392,female
nm0280463,George Fitzmaurice,Directing,1.777,female
nm0083532,Leo Birinsky,Writing,0.0,0
nm0026639,Doris Anderson,Writing,2.086,male
nm0256298,Gilbert Emery,Acting,1.62,female
nm0000075,Spencer Tracy,Acting,2.24,female
nm0000910,Joan Bennett,Acting,2.414,male
nm0122783,Marion Burns,Acting,0.6,male
nm0909648,George Walsh,Acting,0.7709999999999999,female
nm0909825,Raoul Walsh,Directing,1.248,female
nm0462111,Arthur Kober,Writing,0.6,female
nm0169879,Alfred A. Cohn,Writing,1.4,female
nm0642988,Jack Oakie,Acting,1.943,female
nm0167395,Andy Clyde,Acting,1.4,female
nm0730739,Lyda Roberti,Acting,0.63,male
nm0166836,Edward F. Cline,Directing,1.7,female
nm0616730,Henry Myers,Writing,1.5659999999999998,female
nm0057897,Nicholas T. Barrows,Writing,1.4,0
nm0102718,Sidney Bracey,Acting,1.4,female
nm0495285,Rex Lease,Acting,0.753,female
nm0721989,Vera Reynolds,Acting,1.0190000000000001,male
nm0507752,Sheldon Lewis,Acting,1.4,0
nm0041681,Mischa Auer,Acting,2.62,female
nm0833965,Frank R. Strayer,Directing,1.4,0
nm0000252,Robert Ellis,Writing,1.15,female
nm0188817,Jules Cronjager,Crew,0.6,0
nm0732439,Byron Robinson,Editing,0.6,0
nm0560442,Martha Mattox,Acting,1.5659999999999998,male
nm0314706,Henry W. Gerrard,Camera,0.6,female
nm0052203,Leslie Banks,Acting,1.788,female
nm0035877,Robert Armstrong,Acting,1.327,female
nm0681635,Irving Pichel,Acting,1.228,female
nm0774325,Ernest B. Schoedsack,Directing,1.781,female
nm0187256,James Ashmore Creelman,Writing,1.052,female
nm0175028,Richard Connell,Writing,1.38,female
nm0516001,Harold Lloyd,Acting,1.4,female
nm0861034,Kenneth Thomson,Acting,0.98,female
nm0167113,Louise Closser Hale,Acting,1.4,male
nm0115669,Clyde Bruckman,Writing,1.171,female
nm0493071,Vincent Lawrence,Writing,2.2680000000000002,female
nm0426515,Agnes Christine Johnston,Writing,1.052,male
nm0340599,John Grey,Writing,1.4,female
nm0012148,Felix Adler,Writing,0.652,0
nm0836181,Charles J. Stumar,Camera,0.6,female
nm0423685,Zita Johann,Acting,0.6,male
nm0126365,Arthur Byron,Acting,1.4,female
nm0701233,Nina Wilcox Putnam,Writing,0.6,0
nm0446381,Ethel M. Kelly,Writing,0.6,0
nm0000748,Leon Ames,Acting,1.686,female
nm0729991,Bert Roach,Acting,1.27,female
nm0282984,Robert Florey,Directing,1.4,female
nm0000590,Edgar Allan Poe,Writing,5.245,female
nm0001379,John Huston,Acting,2.168,female
nm0507932,Val Lewton,Production,1.4,female
nm0001479,Carole Lombard,Acting,3.451,male
nm0593372,Grant Mitchell,Acting,1.166,female
nm0914362,Maurine Dallas Watkins,Writing,0.6940000000000001,male
nm0343228,Milton Herbert Gropper,Writing,0.6,0
nm0513325,Leon M. Lion,Acting,0.828,female
nm0340514,Anne Grey,Acting,1.148,male
nm0835738,John Stuart,Acting,1.805,female
nm0130740,Donald Calthrop,Acting,1.594,female
nm0267537,Joseph Jefferson Farjeon,Writing,1.1640000000000001,0
nm0010063,Rodney Ackland,Writing,0.615,0
nm0231231,Adolph Hallis,Sound,0.0,0
nm0093988,Lilian Bond,Acting,1.4,male
nm0001784,Gloria Stuart,Acting,1.3359999999999999,male
nm0697362,J.B. Priestley,Writing,1.4,0
nm0792670,R.C. Sherriff,Writing,1.052,female
nm0006123,W. Franke Harling,Sound,1.4,female
nm0864931,Genevieve Tobin,Acting,1.646,male
nm0198847,Lili Damita,Acting,1.052,male
nm0773083,Lothar Schmidt,Writing,0.6,0
nm0570451,Frank McHugh,Acting,1.6230000000000002,female
nm0533956,Aline MacMahon,Acting,1.3940000000000001,male
nm0307819,Tay Garnett,Directing,1.4,female
nm0515921,Art Lloyd,Camera,0.98,female
nm0226858,Don Dillaway,Acting,1.838,female
nm2028596,Jacquie Lyn,Acting,0.98,male
nm0550892,George Marshall,Directing,1.761,female
nm0564971,Ray McCarey,Directing,1.4,female
nm0085295,Harry Black,Crew,0.6,female
nm0294137,Lloyd French,Directing,2.884,female
nm0457681,Jack Kitchin,Editing,0.6,female
nm0646829,Edna May Oliver,Acting,1.96,male
nm0322299,James Gleason,Acting,1.237,female
nm0002179,George Archainbaud,Directing,1.686,female
nm0658457,Stuart Palmer,Writing,0.98,0
nm0107614,Lowell Brentano,Writing,0.6,0
nm0580648,Bess Meredyth,Writing,1.4,male
nm0369058,Raymond Hatton,Acting,1.6909999999999998,female
nm0763453,Alfred Santell,Directing,1.4,female
nm0562892,Margaret Mayo,Writing,0.6,male
nm0107575,George Brent,Acting,2.6189999999999998,female
nm0847939,Lyle Talbot,Acting,1.6740000000000002,female
nm0834553,Arthur Stringer,Writing,0.6,0
nm0397300,Fred Howard,Acting,1.4,female
nm0376698,Ben Hendricks Jr.,Acting,1.052,female
nm0173303,John Colton,Writing,1.4,female
nm0709888,Clemence Randolph,Writing,0.6,0
nm0560857,W. Somerset Maugham,Writing,1.9880000000000002,female
nm0027173,Maxwell Anderson,Writing,0.698,female
nm0000856,Ethel Barrymore,Acting,1.69,male
nm0604960,Ralph Morgan,Acting,1.4,female
nm0713270,Gene Raymond,Acting,1.594,female
nm0281808,Victor Fleming,Directing,1.094,female
nm0536941,John Lee Mahin,Writing,1.581,female
nm0172812,Wilson Collison,Writing,1.7080000000000002,0
nm0829330,Donald Ogden Stewart,Writing,1.4,female
nm0606431,Chester Morris,Acting,2.059,female
nm0116693,Katharine Brush,Writing,1.052,0
nm0270765,Felix E. Feist,Directing,1.4,female
nm0280234,F. Scott Fitzgerald,Writing,0.0,female
nm0233467,Adrienne Dore,Acting,1.4,male
nm0678723,Ethel Pettit,Writing,1.4,male
nm0662059,Austin Parker,Writing,0.6,female
nm0548832,George Marks,Editing,0.6,female
nm0447597,Henry Kendall,Acting,0.0,female
nm0058039,Joan Barry,Acting,1.38,male
nm0549385,Percy Marmont,Acting,1.4,female
nm0023894,Betty Amann,Acting,1.4,male
nm0172246,Dale Collins,Writing,0.0,female
nm0884318,Val Valentine,Writing,1.3880000000000001,female
nm4517768,John Maxwell,Production,0.6,female
nm0674019,Osgood Perkins,Acting,1.4,female
nm0744514,Richard Rosson,Directing,0.84,female
nm0870660,Armitage Trail,Writing,0.6,0
nm0335517,Lawrence Grant,Acting,1.186,female
nm0111612,Clive Brook,Acting,1.617,female
nm0938923,Anna May Wong,Acting,1.943,male
nm0381152,Harry Hervey,Writing,0.98,0
nm0657874,Eugene Pallette,Acting,1.426,female
nm0797197,Henryk Sienkiewicz,Writing,0.6,0
nm0484748,Elissa Landi,Acting,1.5659999999999998,male
nm0001124,Cecil B. DeMille,Directing,2.2680000000000002,female
nm0118227,Sidney Buchman,Writing,1.4,female
nm0057316,Wilson Barrett,Writing,0.6,0
nm0373773,O.P. Heggie,Acting,1.4,female
nm0184785,Jane Cowl,Acting,1.048,male
nm0613848,Jane Murfin,Writing,2.3209999999999997,male
nm0921995,Claudine West,Writing,1.632,male
nm0269524,William Pawley,Acting,1.38,female
nm0783643,Ruth Selwyn,Acting,0.98,male
nm0865298,Thelma Todd,Acting,1.166,male
nm0445502,Clarence Budington Kelland,Writing,1.4,0
nm0919321,Johnny Weissmuller,Acting,2.885,female
nm0001577,Maureen O'Sullivan,Acting,2.5340000000000003,male
nm0123194,Edgar Rice Burroughs,Writing,0.0,female
nm0637040,Ivor Novello,Acting,1.4,female
nm0005682,Clyde De Vinna,Camera,0.648,female
nm0831889,George E. Stone,Acting,1.706,female
nm0629862,Kenyon Nicholson,Writing,0.652,0
nm0258762,Hans Erdmann,Sound,0.6,female
nm0459030,Rudolf Klein-Rogge,Acting,3.083,female
nm0099786,Thomy Bourdelle,Acting,1.38,female
nm0226158,Gustav Diessl,Acting,1.96,female
nm0415167,Norbert Jacques,Writing,1.38,female
nm0829954,René Sti,Directing,0.6,female
nm0869860,Leo Tover,Camera,1.22,female
nm0857230,Tiffany Thayer,Writing,0.6,female
nm0650338,Samuel Ornitz,Writing,1.287,female
nm0193568,Ray Curtiss,Editing,0.6,female
nm0428177,Grover Jones,Writing,1.435,female
nm0015801,Aladar Laszlo,Writing,0.6,female
nm0619798,J. Carrol Naish,Acting,1.788,female
nm0504443,Elliott Lester,Writing,0.6,0
nm0002542,Terry O. Morse,Directing,1.646,female
nm0756870,Tatsuo Saitô,Acting,1.96,female
nm0031832,Tomio Aoki,Acting,1.4669999999999999,0
nm0948989,Mitsuko Yoshikawa,Acting,2.134,male
nm0299343,Akira Fushimi,Writing,1.932,0
nm0406601,Geibei Ibushiya,Writing,0.6,0
nm1529472,Donald Sosin,Sound,0.6,0
nm0922170,Nicolas de Gunzburg,Production,0.6,female
nm0776914,Maurice Schutz,Acting,0.6,female
nm0541675,Rena Mandel,Acting,0.6,0
nm0773525,Sybille Schmitz,Acting,1.492,male
nm0003433,Carl Theodor Dreyer,Directing,2.423,female
nm0494257,Sheridan Le Fanu,Writing,1.176,female
nm0432143,Christen Jul,Directing,1.114,0
nm0954632,Wolfgang Zeller,Sound,0.98,female
nm0005789,Rudolph Maté,Camera,1.4,female
nm0548993,Ben Markson,Writing,1.17,female
nm0000909,Constance Bennett,Acting,2.0469999999999997,male
nm0792514,Lowell Sherman,Acting,1.194,female
nm0711855,Gregory Ratoff,Acting,2.588,female
nm0288706,Gene Fowler,Writing,1.4,female
nm0114602,Rowland Brown,Writing,1.9169999999999998,female
nm0572886,Harold McLernon,Editing,0.9840000000000001,female
nm0068705,Madge Bellamy,Acting,1.686,0
nm0147248,Joseph Cawthorn,Acting,1.5530000000000002,female
nm0292537,Robert Frazer,Acting,1.4,female
nm0356931,Victor Halperin,Directing,1.4,female
nm0922951,Garnett Weston,Writing,1.5530000000000002,0
nm0356922,Edward Halperin,Writing,1.092,0
nm0553339,Arthur Martinelli,Camera,0.6,female
nm0492431,Lewis E. Lawes,Writing,0.6,0
nm0140902,Lewis Carroll,Writing,3.326,female
nm0035159,Richard Arlen,Acting,1.932,female
nm0042552,William Austin,Acting,1.4,female
nm0363414,Hugh Harman,Directing,1.8,female
nm0411208,Rudolf Ising,Directing,1.646,female
nm0262080,Alphonse Ethier,Acting,0.6,female
nm0548403,Gene Markey,Writing,1.4,female
nm0778636,Kathryn Scola,Writing,1.4,0
nm0193562,Edward Curtiss,Editing,0.648,female
nm0039989,Nils Asther,Acting,2.423,female
nm0605312,Toshia Mori,Acting,1.4,male
nm0175369,Walter Connolly,Acting,1.052,female
nm0831897,Grace Zaring Stone,Writing,0.6,male
nm0660923,Edward E. Paramore Jr.,Writing,0.648,female
nm0048305,C. Graham Baker,Writing,1.052,female
nm0604656,Frank Morgan,Acting,1.176,female
nm0867144,Franchot Tone,Acting,3.236,female
nm0290462,Caroline Francke,Writing,0.6,0
nm0186390,Mack Crane,Writing,0.6,0
nm0316512,James Gibbon,Editing,0.98,0
nm0696190,Robert Presnell Sr.,Writing,1.4,female
nm0043786,John H. Ayers,Writing,0.6,0
nm0083353,Carol Bird,Writing,0.6,0
nm0211891,César de Sá,Writing,0.98,0
nm0763351,Vasco Santana,Acting,1.38,female
nm0182085,Beatriz Costa,Acting,0.0,0
nm0798219,António Silva,Acting,1.38,female
nm0326956,Teresa Gomes,Acting,0.0,male
nm0183018,José Cottinelli Telmo,Writing,0.6,0
nm0302040,José Galhardo,Writing,0.0,0
nm0691981,Raúl Portela,Sound,0.0,0
nm0798186,Jaime Silva Filho,Sound,1.4,0
nm0057339,Henri Barreyre,Camera,0.6,female
nm0683114,Tempe Pigott,Acting,0.98,male
nm0944087,Diana Wynyard,Acting,1.153,male
nm0640547,Una O'Connor,Acting,1.4,male
nm0515979,Frank Lloyd,Directing,2.086,female
nm0115008,Irene Browne,Acting,0.742,male
nm0002188,Dorothy Arzner,Directing,0.608,male
nm0015399,Zoe Akins,Writing,1.048,male
nm0291124,Gilbert Frankau,Writing,0.6,0
nm0448987,Doris Kenyon,Acting,1.4,male
nm0422436,Isabel Jewell,Acting,1.5319999999999998,male
nm0943758,William Wyler,Directing,3.905,female
nm0541721,Daniel Mandell,Editing,1.048,female
nm0733480,May Robson,Acting,1.4,male
nm0729694,Allen Rivkin,Writing,1.62,female
nm0938439,P.J. Wolfson,Writing,2.064,0
nm0068650,James Warner Bellah,Writing,1.548,female
nm0070361,Robert Benchley,Acting,1.3519999999999999,female
nm0024669,Adrienne Ames,Acting,1.052,male
nm0547446,Edwin L. Marin,Directing,1.4,female
nm0057456,Barry Barringer,Writing,0.6,0
nm0434835,Gordon Kahn,Writing,1.4,0
nm0871166,Joe Traub,Writing,0.652,female
nm0757104,Takeshi Sakamoto,Acting,1.96,female
nm0299346,Nobuko Fushimi,Acting,0.84,0
nm1586462,Den Ohinata,Acting,1.686,female
nm0407329,Chôko Iida,Acting,1.96,male
nm0407456,Tadao Ikeda,Writing,1.62,female
nm0837499,Shôjirô Sugimoto,Camera,0.84,female
nm0411058,Kazuo Ishikawa,Editing,0.6,0
nm0454651,Dennis King,Acting,0.98,0
nm0730018,Hal Roach,Production,2.188,female
nm0736778,Charley Rogers,Acting,1.7080000000000002,female
nm0534221,Jeanie Macpherson,Writing,1.38,male
nm0780107,Eugène Scribe,Writing,0.6,female
nm0220080,Hap Depew,Crew,0.6,0
nm0542534,Herman J. Mankiewicz,Writing,2.654,female
nm0442151,George S. Kaufman,Writing,0.98,0
nm0115043,Lucile Browne,Acting,0.652,male
nm0827261,Henry Stephenson,Acting,1.079,female
nm0188669,John Cromwell,Directing,1.015,female
nm0599772,Edward Poor Montgomery,Writing,0.6,0
nm0402478,J. Roy Hunt,Camera,1.052,female
nm0629519,George Nichols Jr.,Directing,0.98,0
nm0789049,Henry Sharp,Camera,0.6,female
nm0555688,Zeppo Marx,Acting,1.048,female
nm0674759,Nat Perrin,Writing,1.4,female
nm0822058,Guy Standing,Acting,1.5659999999999998,female
nm0908234,Stuart Walker,Directing,1.1059999999999999,female
nm0736752,Bogart Rogers,Production,1.4,0
nm0278792,Harry Fischbeck,Camera,0.6,female
nm0732079,Paul Robeson,Acting,1.4,female
nm0933415,Frank H. Wilson,Acting,0.6,0
nm0913444,Fredi Washington,Acting,1.018,0
nm0614225,Dudley Murphy,Directing,1.024,female
nm0210352,William C. de Mille,Directing,1.4,0
nm0642156,Eugene O'Neill,Writing,1.052,female
nm0371738,DuBose Heyward,Writing,0.6,0
nm0868973,Frank Tours,Sound,0.6,female
nm0357894,Hale Hamilton,Acting,1.4,female
